Source,Site,Phase,Context,SiteCode,Specimen,Element,GLI,GLm,DI,Dm,Bd,GL,GD,GB,min.w.sh/midpoint w.shaft,max w.sh/th.shaft,Bp,DC,Td,BT,HTC,Dp,Dd,LA,SH,SB,MHP,MWP,DLS,Ld,SLC,GLP,BG,DPA,SDO,BPC,SD,GLpe,BFp,BFd,LG,LO,MBS
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,6641,Phalanx1,,,,,,,,,,,10.10,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,6672,Phalanx2,,,,,7.80,,,,,,8.60,,,,,,,,,,,,,,,,,,,,6.80,21.10,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,6677,Phalanx1,,,,,8.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,6678,Phalanx2,,,,,,,,,,,8.60,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,6725,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,26.50,22.10,,,,,,,,,,,,,4.80
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,6752,Phalanx2,,,,,8.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,6754,Phalanx1,,,,,,,,,,,9.90,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,6771,Phalanx1,,,,,8.00,,,,,,9.20,,,,,,,,,,,,,,,,,,,,6.70,38.90,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,6803,Phalanx2,,,,,7.60,,,,,,8.80,,,,,,,,,,,,,,,,,,,,6.40,21.00,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,6804,Phalanx2,,,,,7.00,,,,,,7.90,,,,,,,,,,,,,,,,,,,,5.80,19.60,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,6805,Phalanx2,,,,,,,,,,,8.30,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,6806,Phalanx2,,,,,,,,,,,8.30,,,,,,,,,,,,,,,,,,,,6.90,20.90,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,6836,Phalanx2,,,,,7.30,,,,,,8.40,,,,,,,,,,,,,,,,,,,,6.80,21.00,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,6837,Phalanx2,,,,,7.10,,,,,,8.40,,,,,,,,,,,,,,,,,,,,5.90,20.90,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,6838,Phalanx2,,,,,7.10,,,,,,8.00,,,,,,,,,,,,,,,,,,,,5.90,20.70,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,6839,Phalanx2,,,,,8.20,,,,,,9.50,,,,,,,,,,,,,,,,,,,,7.10,22.40,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,6840,Phalanx2,,,,,7.60,,,,,,9.00,,,,,,,,,,,,,,,,,,,,6.90,21.30,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,6841,Phalanx2,,,,,,,,,,,8.70,,,,,,,,,,,,,,,,,,,,6.60,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,6850,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,28.00,22.30,,,,,,,,,,,,,5.10
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,6882,Astragalus,27.70,14.50,14.70,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,6883,Astragalus,26.60,14.30,15.20,,15.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,6886,Phalanx2,,,,,8.00,,,,,,8.60,,,,,,,,,,,,,,,,,,,,6.50,21.30,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,6888,Phalanx2,,,,,7.70,,,,,,9.00,,,,,,,,,,,,,,,,,,,,6.70,20.50,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,6919,Phalanx2,,,,,6.90,,,,,,8.20,,,,,,,,,,,,,,,,,,,,5.80,21.90,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,6981,Phalanx2,,,,,7.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,6990,Phalanx2,,,,,7.80,,,,,,9.90,,,,,,,,,,,,,,,,,,,,6.60,21.50,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,6997,Phalanx2,,,,,,,,,,,9.50,,,,,,,,,,,,,,,,,,,,7.60,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,6999,Phalanx2,,,,,,,,,,,8.40,,,,,,,,,,,,,,,,,,,,5.80,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,7043,Phalanx2,,,,,,,,,,,9.20,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,7046,Phalanx1,,,,,8.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,7047,Phalanx1,,,,,8.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,7048,Phalanx1,,,,,9.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,7063,Phalanx2,,,,,7.30,,,,,,9.00,,,,,,,,,,,,,,,,,,,,7.00,21.00,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,7065,Phalanx2,,,,,7.00,,,,,,7.10,,,,,,,,,,,,,,,,,,,,5.70,20.30,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,7085,Phalanx2,,,,,8.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,7087,Phalanx1,,,,,,,,,,,9.20,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,7101,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,25.70,20.00,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,7115,Phalanx2,,,,,7.00,,,,,,8.50,,,,,,,,,,,,,,,,,,,,6.30,20.80,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,7116,Phalanx2,,,,,7.30,,,,,,7.90,,,,,,,,,,,,,,,,,,,,6.00,19.80,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,7120,Phalanx2,,,,,8.10,,,,,,8.20,,,,,,,,,,,,,,,,,,,,6.30,20.20,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,7122,Phalanx2,,,,,,,,,,,8.20,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,7123,Phalanx2,,,,,,,,,,,9.30,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,7124,Phalanx2,,,,,7.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,7142,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,25.60,,,,,,,,,,,,,,5.00
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,7144,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,25.20,,,,,,,,,,,,,,4.50
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,7201,Phalanx2,,,,,8.00,,,,,,9.00,,,,,,,,,,,,,,,,,,,,7.20,20.70,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,7205,Phalanx2,,,,,,,,,,,7.90,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,7217,Phalanx2,,,,,,,,,,,7.70,,,,,,,,,,,,,,,,,,,,6.40,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,10614,Phalanx2,,,,,6.90,,,,,,7.80,,,,,,,,,,,,,,,,,,,,6.00,21.70,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,10616,Phalanx1,,,,,8.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,12943,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,24.90,20.40,,,,,,,,,,,,,4.40
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,12946,Phalanx2,,,,,,,,,,,7.90,,,,,,,,,,,,,,,,,,,,5.80,19.00,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,12948,Phalanx2,,,,,7.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,12950,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,23.30,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,12954,Phalanx2,,,,,7.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,12968,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,24.60,20.00,,,,,,,,,,,,,5.30
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,12970,Navicular-cuboid,,,,,,,,19.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13016,Phalanx1,,,,,,,,,,,9.80,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13017,Phalanx1,,,,,8.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13020,Phalanx1,,,,,,,,,,,9.80,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13021,Phalanx1,,,,,8.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13022,Phalanx1,,,,,8.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13025,Phalanx1,,,,,8.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13028,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,25.20,20.20,,,,,,,,,,,,,4.40
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13032,Phalanx2,,,,,7.40,,,,,,8.40,,,,,,,,,,,,,,,,,,,,6.50,20.20,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13068,Phalanx1,,,,,9.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13069,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,23.10,18.90,,,,,,,,,,,,,3.90
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13070,Phalanx1,,,,,9.10,,,,,,,,,,,,,,,,,,,,,,,,,,7.60,36.80,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13072,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,24.90,19.70,,,,,,,,,,,,,4.50
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13075,Phalanx1,,,,,9.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13077,Humerus,,,,,24.20,,,,,,,,,22.30,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13107,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,24.90,20.00,,,,,,,,,,,,,4.00
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13110,Phalanx2,,,,,7.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13135,Phalanx2,,,,,,,,,,,9.10,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13136,Phalanx2,,,,,8.20,,,,,,8.70,,,,,,,,,,,,,,,,,,,,6.80,23.10,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13138,Phalanx2,,,,,8.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13139,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.30
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13146,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,27.30,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13152,Phalanx1,,,,,9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13162,Phalanx1,,,,,7.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13183,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,25.30,,,,,,,,,,,,,,4.20
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13187,Phalanx1,,,,,8.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13201,Phalanx1,,,,,,,,,,,8.90,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13202,Phalanx1,,,,,9.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13210,Humerus,,,,,25.10,,,,,,,,,22.00,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13215,Phalanx2,,,,,7.70,,,,,,9.10,,,,,,,,,,,,,,,,,,,,7.40,22.10,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13218,Phalanx2,,,,,7.70,,,,,,8.80,,,,,,,,,,,,,,,,,,,,6.50,20.60,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13219,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,25.40,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13220,Phalanx2,,,,,8.30,,,,,,9.10,,,,,,,,,,,,,,,,,,,,7.40,21.90,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13225,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,23.60,19.00,,,,,,,,,,,,,4.80
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13227,Phalanx2,,,,,7.40,,,,,,9.20,,,,,,,,,,,,,,,,,,,,6.70,21.60,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13239,Phalanx2,,,,,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13240,Phalanx2,,,,,,,,,,,8.20,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13242,Phalanx2,,,,,,,,,,,9.20,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13294,Phalanx2,,,,,,,,,,,8.20,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13305,Scapula,,,,,,,,,,,,,,,,,,,,,,,,,,29.40,,,,,,,,,23.40,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13364,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,20.10,15.40,,,,,,,,,,,,,4.80
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13368,Calcaneus,,,,,,51.10,,18.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13379,Phalanx2,,,,,,,,,,,8.10,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13389,Phalanx1,,,,,10.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13396,Phalanx2,,,,,7.40,,,,,,8.40,,,,,,,,,,,,,,,,,,,,6.70,21.40,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13398,Navicular-cuboid,,,,,,,,25.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13400,Metacarpal,,,,,20.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13402,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,,17.60,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13430,Phalanx2,,,,,,,,,,,7.70,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13432,Phalanx2,,,,,7.50,,,,,,8.20,,,,,,,,,,,,,,,,,,,,6.50,19.80,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13460,Phalanx2,,,,,8.30,,,,,,9.20,,,,,,,,,,,,,,,,,,,,7.20,22.40,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13461,Phalanx1,,,,,,,,,,,9.60,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13462,Phalanx2,,,,,,,,,,,7.90,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13464,Phalanx2,,,,,,,,,,,8.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13466,Phalanx1,,,,,8.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13479,Phalanx2,,,,,7.30,,,,,,8.60,,,,,,,,,,,,,,,,,,,,6.10,21.60,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13480,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,27.80,22.40,,,,,,,,,,,,,5.50
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13485,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,25.80,21.00,,,,,,,,,,,,,4.50
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13514,Phalanx1,,,,,8.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13515,Phalanx1,,,,,,,,,,,9.20,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13517,Phalanx1,,,,,7.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13518,Phalanx2,,,,,7.80,,,,,,9.30,,,,,,,,,,,,,,,,,,,,6.70,20.90,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13522,Phalanx1,,,,,,,,,,,9.90,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13524,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,23.40,18.90,,,,,,,,,,,,,4.80
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13526,Phalanx1,,,,,,,,,,,8.60,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13546,Phalanx2,,,,,,,,,,,9.30,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13569,Phalanx2,,,,,9.00,,,,,,11.00,,,,,,,,,,,,,,,,,,,,8.50,23.10,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13574,Phalanx1,,,,,8.40,,,,,,9.40,,,,,,,,,,,,,,,,,,,,7.00,38.90,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13585,Phalanx1,,,,,8.40,,,,,,,,,,,,,,,,,,,,,,,,,,7.40,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13590,Phalanx1,,,,,8.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13606,Phalanx2,,,,,7.10,,,,,,8.40,,,,,,,,,,,,,,,,,,,,6.30,21.70,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13608,Tibia,,,,,21.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13613,Phalanx2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.90,20.20,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13619,Phalanx1,,,,,8.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13633,Phalanx1,,,,,,,,,,,10.10,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,13682,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,23.70,,,,,,,,,,,,,,4.80
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,14339,Phalanx1,,,,,8.30,,,,,,9.50,,,,,,,,,,,,,,,,,,,,7.20,39.90,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,14360,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,22.30,18.60,,,,,,,,,,,,,3.70
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,14370,Phalanx1,,,,,,,,,,,9.70,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 6 (Early),LNAT/EPPNA,163,SHUB6_Early,17078,Metatarsal,,,,,21.10,,,,,,19.50,,,,,,16.10,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 6 (Early),LNAT/EPPNA,163,SHUB6_Early,17242,Tibia,,,,,22.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 6 (Early),LNAT/EPPNA,163,SHUB6_Early,17278,Metatarsal,,,,,20.70,,,,,,,,,,,,15.40,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 6 (Early),LNAT/EPPNA,256,SHUB6_Early,17405,Radius,,,,,24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 6 (Early),LNAT/EPPNA,163,SHUB6_Early,17441,Humerus,,,,,26.30,,,,,,,,,24.20,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 6 (Early),LNAT/EPPNA,220,SHUB6_Early,17539,Metacarpal,,,,,20.50,,,,,,,,,,,,16.10,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 6 (Early),LNAT/EPPNA,220,SHUB6_Early,17564,Astragalus,26.40,24.30,14.60,14.70,15.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 6 (Early),LNAT/EPPNA,220,SHUB6_Early,17577,Scapula,,,,,,,,,,,,,,,,,,,,,,,,,,27.30,,,,,,,,,24.00,,
Yeomans,Shubayqa 6 (Early),LNAT/EPPNA,220,SHUB6_Early,17638,Humerus,,,,,,,,,,,,,,23.10,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 6 (Early),LNAT/EPPNA,220,SHUB6_Early,17659,Metacarpal,,,,,19.70,,,,,,,,,,,,15.60,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 6 (Early),LNAT/EPPNA,220,SHUB6_Early,17706,Astragalus,26.00,24.80,14.30,14.80,15.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 6 (Early),LNAT/EPPNA,220,SHUB6_Early,17727,Scapula,,,,,,,,,,,,,,,,,,,,,,,,,,30.30,,,,,,,,,25.60,,
Yeomans,Shubayqa 6 (Early),LNAT/EPPNA,220,SHUB6_Early,17848,Astragalus,26.30,24.40,,,14.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 6 (Early),LNAT/EPPNA,220,SHUB6_Early,17955,Astragalus,25.70,22.90,14.10,13.80,15.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 6 (Early),LNAT/EPPNA,220,SHUB6_Early,17998,Calcaneus,,,,,,58.40,,19.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 6 (Early),LNAT/EPPNA,220,SHUB6_Early,18041,Calcaneus,,,,,,52.30,,18.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 6 (Early),LNAT/EPPNA,220,SHUB6_Early,18063,Astragalus,,24.90,14.40,14.80,16.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 6 (Early),LNAT/EPPNA,220,SHUB6_Early,18065,Metatarsal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 6 (Early),LNAT/EPPNA,220,SHUB6_Early,18130,Humerus,,,,,26.40,,,,,,,,,25.20,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 6 (Early),LNAT/EPPNA,220,SHUB6_Early,18152,Astragalus,26.30,24.70,14.90,15.10,15.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 6 (Early),LNAT/EPPNA,220,SHUB6_Early,18192,Metacarpal,,,,,19.10,,,,,,,,,,,,15.70,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 6 (Early),LNAT/EPPNA,220,SHUB6_Early,18368,Scapula,,,,,,,,,,,,,,,,,,,,,,,,,,31.50,,,,,,,,,24.80,,
Yeomans,Shubayqa 6 (Early),LNAT/EPPNA,220,SHUB6_Early,18369,Scapula,,,,,,,,,,,,,,,,,,,,,,,,,,29.10,,,,,,,,,25.50,,
Yeomans,Shubayqa 6 (Early),LNAT/EPPNA,220,SHUB6_Early,18371,Humerus,,,,,24.00,,,,,,,,,23.10,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 6 (Early),LNAT/EPPNA,220,SHUB6_Early,18415,Metatarsal,,,,,19.50,,,,,,,,,,,,15.10,,,,,,,,,,,,,,,,,,,,
